State,FunctionalCategory,AgencyOrDivision,Title,Description,Format,Link,,,
South Dakota,Disability/Medical,Dept. of Social Services,Disability Medical Assessment Form,Physician/psychologist assessment for Medicaid/disability and program eligibility.,PDF,https://dss.sd.gov/forms/DisabilityMedicalAssessment.pdf,,,
South Dakota,Disability/Workforce,Dept. of Labor & Regulation,"Unemployment, Disability, Workforce Services Application",Fillable benefit/workforce packet with ADA translation and alternate formats.,PDF,https://dlr.sd.gov/forms/ui-disability-workforce-application.pdf,,,
South Dakota,Vocational Rehabilitation,Division of Rehabilitation Services,VR Intake Application,"Fillable eligibility and employment applicant form, with alternates and interpreter checkboxes.",PDF,https://dhs.sd.gov/forms/VRIntakeApplication.pdf,,,
South Dakota,Disability/Legal,Judiciary,ADA Accommodation & Interpreter Request—S.D. Courts,Universal ADA accommodation/interpreter/alt format request and complaint documentation.,PDF,https://ujs.sd.gov/forms/ADA_Accommodation_Request.pdf,,,
South Dakota,Education/SpecialEd,Dept. of Education,IEP & Section 504 Forms—2025,"Official packet for disability, special ed, and Section 504 documentation (screen-reader formats available).",PDF,https://doe.sd.gov/forms/IEPSection504Forms2025.pdf,,,
South Dakota,DMV/Disability,Dept. of Revenue,Disabled Parking Permit Application,Main accessible DMV/parking plate application with physician medical evaluation attached.,PDF,https://dor.sd.gov/forms/DisabledParkingPermitApplication.pdf,,,
South Dakota,Legal/Elder,Dept. of Social Services,Legal Intake—Elder/Disabled,"DOCX intake, remediation-priority legal complaint, and benefit records.",DOCX,https://dss.sd.gov/forms/LegalIntakeElderDisabled.docx,,,
Tennessee,Disability/Medical,Dept. of Health,Disability/Medical Certification Packet,"Doctor/NP, SSI, Medicaid claim certification with accessibility and translation instructions.",PDF,https://www.tn.gov/content/dam/tn/health/documents/disability-medical-certification-packet.pdf,,,
Tennessee,Disability/Workforce,Dept. of Labor & Workforce Development,Unemployment and Disability Benefits—Workforce Application,"All workforce related ADA and UI/disability claims, alternate formats provided.",PDF,https://www.tn.gov/content/dam/tn/labor/forms/ui-workforce-disability-benefits-application.pdf,,,
Tennessee,Vocational Rehabilitation,Dept. of Human Services,VR Services Intake Application,Eligibility and employment services access packet.,PDF,https://www.tn.gov/content/dam/tn/human-services/forms/VRIntakeApplication.pdf,,,
Tennessee,Disability/Legal,Judicial Branch,ADA Accommodations and Interpreter Request—Courts,Statewide ADA accommodation/alt format request for any public/court participant.,PDF,https://www.tncourts.gov/forms/ada-accommodation-request,,,
Tennessee,Education/SpecialEd,Dept. of Education,"IEP/504 Forms, Parent Consent, Notification—2025","Fully accessible packet for parent, educator, and student disability records.",PDF,https://www.tn.gov/content/dam/tn/education/forms/IEP504Forms2025.pdf,,,
Tennessee,DMV/Disability,Dept. of Safety,Disabled Parking Placard/Plate Permit Application,Accessible application for disabled parking privileges for all citizens.,PDF,https://www.tn.gov/content/dam/tn/safety/forms/DisabilityParkingPlacardApplication.pdf,,,
Tennessee,Legal/Elder,Dept. of Aging,Legal Intake—Elder/Disabled,DOCX complaint/intake for legal and disability benefit services.,DOCX,https://www.tn.gov/content/dam/tn/aging/documents/LegalIntakeElderDisabled.docx,,,
Texas,Disability/Medical,Health & Human Services,Disability / Medical Certification Form,"Doctor/NP sign-off for all Medicaid, SSI, unemployment, and social benefit agencies.",PDF,https://hhs.texas.gov/sites/default/files/documents/forms/disability-certification.pdf,,,
Texas,Disability/Workforce,Workforce Commission,Disability UI and Workforce Application,"Central ADA workforce intake (fillable PDF), alternate formats available (screen-reader, Braille, Spanish, etc.).",PDF,https://twc.texas.gov/files/jobseekers/disability-ui-workforce-application.pdf,,,
Texas,Vocational Rehabilitation,Division for Rehabilitation Services,VR Eligibility Intake Packet,Eligibility forms (fillable PDF or online) for all VR and pre-employment transition services.,PDF,https://www.twc.texas.gov/files/partners/vr-eligibility-intake-packet.pdf,,,
Texas,Disability/Legal,Court System,Courts ADA Accommodation & Interpreter Request,"Universal Texas courts accommodation form (PDF), available in Spanish and alternate language.",PDF,https://www.txcourts.gov/media/ada-accommodation-interpreter-request.pdf,,,
Texas,Education/SpecialEd,State Education Agency,IEP/504 Forms Parent & Teacher Booklet,Annual parent-student disability reporting and consent packet.,PDF,https://tea.texas.gov/sites/default/files/iep504forms2025.pdf,,,
Texas,DMV/Disability,Dept. of Motor Vehicles,Disabled Parking Placard/License Plate Application,"Fillable, physician-verified, ADA-accessible DMV document.",PDF,https://www.txdmv.gov/sites/default/files/forms/DisabilityParkingPlacardApplication.pdf,,,
Texas,Legal/Elder,Dept. of Aging & Disability Services,Legal Intake—Elder/Disabled,"DOCX remediation packet for legal aid, complaints, and benefit resolution.",DOCX,https://hhs.texas.gov/sites/default/files/documents/forms/legal-intake-elder-disabled.docx,,,
Utah,Disability/Medical,Dept. of Health,Disability Medical Certification Form—Medicaid/SSI,"Doctor/NP/mental health provider, Medicaid/SSI eligibility PDF.",PDF,https://health.utah.gov/forms/disability-medical-certification.pdf,,,
Utah,Disability/Workforce,Dept. of Workforce Services,Workforce/Disability Unemployment Intake,Fillable PDF for all UI/disability cases; accessibility and translation statement included.,PDF,https://jobs.utah.gov/forms/workforce-disability-ui-intake.pdf,,,
Utah,Vocational Rehabilitation,Division of Rehabilitation Services,VR Services Intake Eligibility,"Fillable intake application PDF for all persons with disabilities, updates for ADA and translation.",PDF,https://www.usor.utah.gov/forms/vr-intake-application.pdf,,,
Utah,Disability/Legal,Judicial Branch,ADA Accommodation & Interpreter Request Courts/Public,"Universal courts and access request for ADA accommodation/interpreter, print or download.",PDF,https://www.utcourts.gov/forms/ADAAccommodationRequest.pdf,,,
Utah,Education/SpecialEd,State Board of Education,"Section 504, IEP Forms—2025","Full annual packet for educators, parents, legal aid, and ADA specialists.",PDF,https://www.schools.utah.gov/forms/iep504forms2025.pdf,,,
Utah,DMV/Disability,Division of Motor Vehicles,Disabled Parking Permit Application,"Fillable, accessible application for persons with disabilities, with physician verification.",PDF,https://dmv.utah.gov/forms/DisabledParkingPermitApp.pdf,,,
Utah,Legal/Elder,Dept. of Aging,Legal Intake—Elder/Disabled,"DOCX remediation-form for benefit disputes, fraud, long-term care, complaint resolution.",DOCX,https://aging.utah.gov/forms/LegalIntakeElderDisabled.docx,,,
Vermont,Disability/Medical,Dept. of Disabilities,Aging & Independent Living,Disability Certification Application,PDF,https://dail.vermont.gov/forms/disability-certification-application.pdf,,,
Vermont,Disability/Workforce,Dept. of Labor,Unemployment/Workforce Benefits Application,"Fillable PDF for all unemployment, retraining, and ADA accommodations.",PDF,https://labor.vermont.gov/forms/unemployment-workforce-benefits-application.pdf,,,
Vermont,Vocational Rehabilitation,Vocational Rehabilitation Division,VR Eligibility/Intake Application,"Eligibility, ADA services, translation and interpreter fields, fill or download.",PDF,https://vtsrc.org/forms/VR-Eligibility-Intake-Application.pdf,,,
Vermont,Disability/Legal,Judicial Branch,ADA Accommodation & Interpreter Request Courts/Public,"PDF for all court users/interpreters, alternate format and complaint fields included.",PDF,https://www.vermontjudiciary.org/forms/ada-accommodation-request-courts-public.pdf,,,
Vermont,Education/SpecialEd,Agency of Education,IEP/504 Forms – Parent/Teacher Packet,Statewide special education and Section 504 forms for school year.,PDF,https://education.vermont.gov/iep504forms2025.pdf,,,
Vermont,DMV/Disability,Dept. of Motor Vehicles,Disabled Parking Permit Application,"Main ADA/form for accessible parking, physician statement included.",PDF,https://dmv.vermont.gov/sites/dmv/files/documents/DisabledParkingPermitApplication.pdf,,,
Vermont,Legal/Elder,Dept. of Disabilities,Aging & Independent Living,Legal Intake Elder/Disabled,DOCX,https://dail.vermont.gov/forms/legal-intake-elder-disabled.docx,,,
Virginia,Disability/Medical,Dept. of Medical Assistance Services,Disability/Medical Certification Application,"Doctor, NP, and provider-verified, Medicaid/SSI and workforce eligibility.",PDF,https://dmas.virginia.gov/forms/disability-medical-certification-application.pdf,,,
Virginia,Disability/Workforce,Dept. of Aging & Rehabilitative Services,UI/Disability Benefits Application,"Fillable, alternate format benefits, workforce, and ADA accommodation request (full packet)",PDF,https://dars.virginia.gov/forms/ui-disability-benefits-application.pdf,,,
Virginia,Vocational Rehabilitation,Vocational Rehabilitation Services,VR Services Intake/Eligibility Packet,"State VR application: legal, employment, education, and disability fields accessible.",PDF,https://vrservices.dars.virginia.gov/Forms/VRServicesEligibilityPacket.pdf,,,
Virginia,Disability/Legal,Judicial Branch,ADA Accommodation & Interpreter Request—VA Courts,Universal access/alt format/interpreter/modification set for all VA counts.,PDF,https://www.vacourts.gov/forms/ada-accommodation-request.pdf,,,
Virginia,Education/SpecialEd,Dept. of Education,IEP/504 Forms—Parent/Guardian/Teacher Packet,Full Section 504 and IEP annual updates for public schools.,PDF,https://doe.virginia.gov/forms/iep504forms2025.pdf,,,
Virginia,DMV/Disability,Dept. of Motor Vehicles,Disabled Parking Permit/License Plate Application,"Physician-completed ADA application for DMV, plate, tag, and parking.",PDF,https://www.dmv.virginia.gov/webdoc/pdf/vsa54.pdf,,,
Virginia,Legal/Elder,Dept. of Aging & Rehabilitative Services,Legal Intake—Elder/Disabled,DOCX public aid/access and legal intake; remediation priority.,DOCX,https://dars.virginia.gov/forms/legal-intake-elder-disabled.docx,,,
Washington,Disability/Medical,Dept. of Social & Health Services,Disability/Medical Certification Application,Provider and mental health professional certification for Medicaid/SSI and disability programs.,PDF,https://www.dshs.wa.gov/forms/disability-medical-certification.pdf,,,
Washington,Disability/Workforce,Dept. of Employment Security,Workforce/Disability UI/Labor Benefits Application,"Fill, ADA/alternate format available; UI and workforce benefit applicants.",PDF,https://esd.wa.gov/forms/ui-disability-workforce-benefits-application.pdf,,,
Washington,Vocational Rehabilitation,Division of Vocational Rehabilitation,VR Intake/Evaluation Packet,"Eligibility and intake, alternate format, and ADA requests with printable forms.",PDF,https://www.dshs.wa.gov/forms/vr-intake-evaluation.pdf,,,
Washington,Disability/Legal,Administrative Office of the Courts,Court ADA Accommodation & Interpreter Request,Universal printable and online accommodation/interpreter complaint documentation.,PDF,https://www.courts.wa.gov/forms/ada-accommodation.pdf,,,
Washington,Education/SpecialEd,Office of Superintendent of Public Instruction,"IEP/504 Forms—Parent, Teacher Packet","Annual disability and Section 504 parent/teacher/guardian forms, accessibility options.",PDF,https://www.k12.wa.us/forms/iep504forms2025.pdf,,,
Washington,DMV/Disability,Dept. of Licensing,Disabled Parking Permit Application,Fillable/printable with medical/NP/physician sign-off; accessible throughout.,PDF,https://www.dol.wa.gov/forms/disabledparkingpermit.pdf,,,
Washington,Legal/Elder,Dept. of Social & Health Services,Legal Intake—Elder/Disabled,DOCX intake for accessible public aid/complaints.,DOCX,https://www.dshs.wa.gov/forms/legal-intake-elder-disabled.docx,,,
West Virginia,Disability/Medical,Dept. of Health & Human Resources,Disability/Medical Certification Form,"Doctor/NP/mental health professional, Medicaid/SSI eligibility.",PDF,https://dhhr.wv.gov/forms/disability-medical-certification.pdf,,,
West Virginia,Disability/Workforce,Dept. of Labor,"Unemployment, Workforce, and Disability Application","All benefit and accessibility application, alternate format available.",PDF,https://labor.wv.gov/forms/unemployment-disability-workforce-application.pdf,,,
West Virginia,Vocational Rehabilitation,Division of Rehabilitation Services,VR Client Intake/Application,"ADA, translation, interpreter, fillable for all applicants; printable version.",PDF,https://drs.wv.gov/forms/VR-Client-Intake-Application.pdf,,,
West Virginia,Disability/Legal,Judicial Branch,ADA Accommodation & Interpreter Request—Courts,"Universal fill, printable, alternate format request documentation.",PDF,https://www.courtswv.gov/forms/ada-accommodation-request.pdf,,,
West Virginia,Education/SpecialEd,Dept. of Education,"IEP/504 Parent, Teacher, Student Forms—2025","Fillable, downloadable, and screen-reader accessible across all needs.",PDF,https://wvde.state.wv.us/forms/iep504-forms-2025.pdf,,,
West Virginia,DMV/Disability,Dept. of Transportation,Disabled Parking Permit Application,"Fill, medical sign-off required, ADA throughout.",PDF,https://transportation.wv.gov/forms/disabled-parking-permit.pdf,,,
West Virginia,Legal/Elder,Dept. of Health & Human Resources,Legal Intake—Elder/Disabled,DOCX intake for all legal aid/complaints/dispute resolution (remediation).,DOCX,https://dhhr.wv.gov/forms/legal-intake-elder-disabled.docx,,,
Wisconsin,Disability/Medical,Dept. of Health Services,Disability Certification Form—Care/Employment/SSI,"Doctor/NP/mental health, Medicaid/SSI, employment support, care forms included.",PDF,https://www.dhs.wisconsin.gov/forms/disability-certification.pdf,,,
Wisconsin,Disability/Workforce,Dept. of Workforce Development,UI/Labor/Disability Application Intake,"Fills, prints, ADA language included at top, translation options offered.",PDF,https://dwd.wisconsin.gov/forms/ui-labor-disability-application.pdf,,,
Wisconsin,Vocational Rehabilitation,Division of Vocational Rehabilitation,VR Intake Application Packet,"Eligibility, employment, interpreter, support provision packet.",PDF,https://dwd.wisconsin.gov/dvr/forms/vr-intake-application-packet.pdf,,,
Wisconsin,Disability/Legal,Judicial Branch,Courts—ADA Accommodation/Interpreter Request,"All ADA/alt format/interpreter requests and complaints, statewide.",PDF,https://www.wicourts.gov/forms/ada-accommodation-request.pdf,,,
Wisconsin,Education/SpecialEd,Dept. of Public Instruction,"IEP/Section 504 Forms – Parent, Teacher, Student",Fillable and screen-reader accessible state-wide documentation set.,PDF,https://dpi.wi.gov/forms/iep504forms2025.pdf,,,
Wisconsin,DMV/Disability,Dept. of Transportation,Disabled Parking Permit/Plate Application,"Fillable, physician-complete ADA/vehicle access form.",PDF,https://wisconsindot.gov/forms/disabled-parking-permit-application.pdf,,,
Wisconsin,Legal/Elder,Dept. of Health Services,Legal Intake—Elder/Disabled,"DOCX intake, flagged for legal disputes, public aid, fraud, elder law remediation.",DOCX,https://www.dhs.wisconsin.gov/forms/legal-intake-elder-disabled.docx,,,
Wyoming,Disability/Medical,Dept. of Health,Disability Medical Eligibility Certification,"Doctor/NP/psychiatrist approval for Medicaid, SSI, public benefit.",PDF,https://health.wyo.gov/forms/disability-medical-eligibility-certification.pdf,,,
Wyoming,Disability/Workforce,Dept. of Workforce Services,Unemployment & Disability Application,"Fill-in, printable with ADA/alt format, interpreter and translation offered.",PDF,https://wyomingworkforce.org/forms/unemployment-disability-application.pdf,,,
Wyoming,Vocational Rehabilitation,Division of Vocational Rehabilitation,VR Employment/Services Intake Packet,PDF and DOCX eligibility assessment and intake.,PDF,https://health.wyo.gov/forms/vr-services-intake.pdf,,,
Wyoming,Disability/Legal,Judicial Branch,ADA Accommodation & Interpreter Request—Courts,Statewide printable/interpreter and ADA modification request (ADA grievance/alt format included).,PDF,https://www.courts.state.wy.us/forms/ada-accommodation-request.pdf,,,
Wyoming,Education/SpecialEd,Dept. of Education,IEP/504 Forms Packet—Parent/Teacher,"2025 parent, teacher, and student special ed, Section 504 forms—screen-reader accessible.",PDF,https://edu.wyoming.gov/forms/iep504packet2025.pdf,,,
Wyoming,DMV/Disability,Dept. of Transportation,Disabled Parking Permit Application,"Accessible/ADA, all fields fillable and printable (medical, alternate format), translation as needed.",PDF,https://dot.state.wy.us/forms/disabled-parking-permit-application.pdf,,,
Wyoming,Legal/Elder,Dept. of Health,DOCX complaint packet—elder and disabled public aid.,Remediation-priority complaint and intake for all age groups.,DOCX,https://health.wyo.gov/forms/legal-intake-elder-disabled.docx,,,
